num,Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
5588,deshstore.com,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1
5190,drcorreamejoresimplantes.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
3594,kakaku.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
298,searchengineland.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
9582,loginlogon.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
9803,eliotecae-my.sharepoint.com,0,0,1,7,0,0,1,1,0,1,1,1,0,0,1,0,1
1332,extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
3755,babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
4902,elitedaily.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
7418,vasavivivahavedhika.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0,1
9851,sites.google.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
4296,torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
6156,meduchet.com,0,0,1,6,0,0,1,0,0,0,0,0,1,0,1,0,1
5573,summa.cash.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
76,genius.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
1224,indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
7579,eischool.com.ng,0,0,0,4,0,0,0,0,1,1,1,1,1,0,1,0,1
7207,docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
4992,distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
1476,twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
5697,honda4fun.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
852,web.de,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
4834,mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
2195,elevenia.co.id,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
3070,hollywoodlife.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
6665,chezlesdudu.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
7131,tptelecom.it,0,0,1,6,0,0,0,0,0,1,0,0,1,0,1,0,1
8410,rohtolab.com,0,0,1,9,0,0,0,0,0,0,0,1,0,0,1,0,1
7295,topbrindes.com,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
8827,hamt.jp,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1
7852,kuota-gratis.vcd.ng,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,1,1
7782,secure.runescape.com-su.xyz,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
4206,mainichi.jp,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
1963,udn.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
9706,eliotecae-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
7432,khairamakeup.co.id,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,1
479,nesn.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
454,twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
6594,siemprelistoradio.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
3696,xhamster.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
8743,i-to.cc,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
5596,wellingtoncloud-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
514,motthegioi.vn,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
7417,alongthelocals.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1
3702,nhs.uk,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,0
4550,bmi.ir,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
2921,otomoto.pl,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
1438,ink361.com,0,0,1,6,0,0,0,0,0,0,0,1,0,0,1,0,0
7391,thsyuwshakjnd666iajnxx666.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
827,xossip.com,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
4446,indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
2069,torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
3585,myspace.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
3388,mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
1717,distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
4499,xvideo-jp.com,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,0
2055,uproxx.com,0,0,1,4,0,0,1,0,0,1,0,1,0,0,1,0,0
51,kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
4536,noticias.uol.com.br,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,0
7673,odaah.com,0,0,1,4,0,0,0,0,0,1,1,0,0,0,1,0,1
3687,seekingalpha.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
2452,buzzfil.net,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,0,0
3822,eksisozluk.com,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0
7518,lz5.1ee.myftpupload.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1
6614,sbe2group.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,1
2291,torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
9026,pembangunankepri.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1
2862,noticias.uol.com.br,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,0
9948,l7n2.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
8757,celebshine.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
2390,clien.net,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
9989,tptelecom.it,0,0,1,6,0,0,0,0,0,1,0,0,1,0,1,0,1
4618,indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
3622,mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
3836,olx.ua,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
8588,matchcom.js-freedom.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
5200,rangkapselari.com,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1
1634,lifehacker.com,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0
621,syosetu.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
7456,luckypetshouse.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
8594,lum4.com,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1
8094,southcountyclassified.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
4324,udn.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
6930,evidentfreedom.icu,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1,1
604,sfglobe.com,0,0,1,4,0,0,0,0,0,0,0,1,1,0,1,0,0
3121,espn.go.com,0,0,1,8,0,0,0,0,0,1,1,1,0,0,1,0,0
1493,abc.go.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,0
7248,clcr.me,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
6823,atlantabasecamp.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,1
5916,arevszzs.000webhostapp.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
8140,wvk12-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
9218,boa-cgi.com,0,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,1
396,deadspin.com,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0
7993,pennysolvers.co.uk,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1
8835,sethsbananacam.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
2443,oneplus.net,0,0,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0
6934,jmdpowertools.in,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
5215,oaep.diw.go.th,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
6582,economyfurnace-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
2611,fishki.net,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
1631,emgn.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0
7319,missionpick.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1
4980,fazenda.gov.br,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,0
9991,weddenoptennis.be,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1
3545,screenrant.com,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0
9873,5eab39a111b48.site123.me,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
5402,chad-moore.com,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
3481,olx.co.id,0,0,1,7,0,0,1,0,0,1,0,0,0,0,1,1,0
5240,bootnbonnet.org,0,0,1,7,0,0,0,0,1,1,1,1,0,0,1,0,1
3290,io9.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
1809,sfglobe.com,0,0,1,4,0,0,0,0,0,0,0,1,1,0,1,0,0
6536,trivselsdoktoren.dk,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
7790,chaseon.sytes.net,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
3906,torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
5416,paypal.ping0n.vip,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
4956,perezhilton.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0
6939,catholichub.tv,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,1
1145,grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
1134,evernote.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
6163,decifra.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
7429,ilardo.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
9533,yaboets.hop.ru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9548,icloud.com-account.in,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
6725,wdestaques13.amesucessodeofertas-20.com,0,0,1,5,0,0,0,1,0,1,0,1,1,1,1,1,1
225,otomoto.pl,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,1,0
3648,babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
5680,docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
7716,23.98.216.241,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
9164,mailgcccdeduowa.my-free.website,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
4734,tobogo.net,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
8434,advonationusa.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
9707,cartoworld.co.ke,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
7951,pd-iskra-lj.si,0,0,1,5,0,0,0,1,0,0,0,1,1,0,1,0,1
7427,wausaueats.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
8115,therockacc.org,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1
2558,variety.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0
4026,tunein.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,1,0
1348,allegro.pl,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
2238,olx.pl,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,0
5305,tansus.co.uk,0,1,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
3891,fanpage.gr,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
531,otomoto.pl,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,1,0
8948,houseoftiresbcs.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
1092,deadspin.com,0,0,1,4,0,0,0,0,0,1,1,0,0,0,1,0,0
9495,thatsmint.work,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
1542,tobogo.net,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
8585,danticlantern.co.za,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1,1
3616,buzzfil.net,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,0,0
7504,hamt.jp,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1
3024,atwiki.jp,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
1423,hubpages.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
4700,kienthuc.net.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
7469,agemcargo.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
6683,duluthwaterproofingmoldremoval.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
7361,andrikapermana.com,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
6894,chuckstransport.com,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
3553,torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
1699,lifehacker.com,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0
4247,qz.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
359,otomoto.pl,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
1435,aljazeera.net,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,1,0
8730,advonationusa.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
9739,ce32838.tmweb.ru,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
7660,start-123.ru,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,1
9806,elettrovisiongroup.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
5652,tptelecom.it,0,0,1,6,0,0,0,0,0,1,0,0,1,0,1,0,1
9896,online-hm-application.ga,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
307,telegraf.com.ua,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
3317,mixi.jp,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0
9686,inx.lv,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
5297,dusperdesi.net,0,0,1,8,0,0,0,0,0,1,0,0,0,0,1,0,1
2161,nesn.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
7484,datascientist-shop.fr,0,0,1,9,0,0,0,1,0,1,0,1,0,0,1,0,1
7184,adminattserver.typeform.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
1837,onedio.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
5792,playarprint.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1
9918,acesso-portal.com,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
9189,0442d60.wcomhost.com,0,0,1,4,0,0,1,0,0,0,0,1,0,0,1,0,1
4497,motthegioi.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
7304,windowinstallationtoronto.ca,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
4298,grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
6292,sonicaled.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
378,olx.ro,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0
6354,pd-iskra-lj.si,0,0,1,5,0,0,0,1,0,0,0,1,1,0,1,0,1
3647,udn.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
7709,refailogistics.com,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
9085,realchef.com.au,0,0,1,6,0,0,0,0,0,0,1,1,0,0,1,0,1
5169,link.do,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1
2604,kienthuc.net.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
2865,censor.net.ua,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
4024,torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
7736,alpha-mail-server3.ns01.info,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1
9048,gordonng.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
1580,tinnhanh360.net,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
8163,active.by,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1
1880,torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
3507,emgn.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0
5507,kbagro.co.th,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
2272,motherless.com,0,0,1,2,1,0,0,0,0,1,1,1,0,0,1,0,0
6183,greenowladvisers.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
789,comicbook.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,1,0
1439,elitedaily.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
5820,tptelecom.it,0,0,1,6,0,0,0,0,0,1,0,0,1,0,1,0,1
3910,nhs.uk,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
376,udn.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
5750,yourfitnesscorner.com,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,1
4088,correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
3940,instagram.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
729,mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
4259,ringring.vn,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0
4213,zozo.jp,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
5165,docs.google.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,1,0,1
254,wpengine.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
1663,censor.net.ua,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
248,qz.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
554,bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
926,megogo.net,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
8040,81cbd50754804973894115930bc620f5.testing-url.ws,0,0,1,6,0,0,0,1,0,1,1,1,0,0,1,0,1
1206,getpocket.com,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0
1500,web.de,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
2056,bongda88.info,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
962,gov.uk,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
7195,k-astal.com,0,0,1,3,0,0,0,1,0,0,1,1,0,0,1,0,1
3146,mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
3770,udn.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
3911,plarium.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
7363,newlimeco-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
473,telegraf.com.ua,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
3887,mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
6208,parochiebavel.nl,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1
7828,ftp.warfacebonus.hop.ru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3017,nypost.com,0,0,1,4,0,0,1,0,0,1,1,1,0,0,1,0,0
6712,infopublishersassociation.com,0,0,1,8,0,0,0,0,0,1,0,1,1,0,1,0,1
6226,btlinternetco.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
7591,mmagaluofertashoje.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
4439,archive.org,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
8848,geranhujalim-001-site1.ctempurl.com,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
3196,sourceforge.net,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
9439,vk-activation.ml,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
6099,livestudentccc-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,1,0,0,1,0,1
3831,slashdot.org,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
3771,stackoverflow.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
1313,medium.com,0,1,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
3498,superuser.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
9929,avaceklpterms.ga,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1
2823,distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
2977,correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
9484,theoutlet66mall.com,0,1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
6759,kytherianassociation.com.au,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,1
3046,getpocket.com,0,0,1,4,0,0,1,0,0,1,0,1,0,0,1,0,0
3205,distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
8067,saipropertiespune.com,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1
6726,storage.googleapis.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
4047,censor.net.ua,0,0,1,14,0,0,0,0,0,1,0,1,0,0,1,0,0
1380,metro.co.uk,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
975,seesaawiki.jp,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
5018,biced.iainbukittinggi.ac.id,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
9206,ht.ly,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1
5160,pastimenangqq101.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
8576,southcountyclassified.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
5986,lakinshore.buzz,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
7679,asting.cz,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
2719,grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
7301,storage.googleapis.com,0,0,1,3,0,0,1,0,1,1,1,1,0,0,1,0,1
159,correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
8321,tshirt-factory.eu,0,1,1,5,0,0,0,1,0,1,1,1,0,0,1,0,1
9952,instagram.quranicweb.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
3937,babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
7463,track-gr.winpqc.com,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,1
4159,otomoto.pl,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
3977,metro.co.uk,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
7342,friendlycabdavis.com,0,0,1,8,0,0,0,0,0,1,0,1,1,0,1,0,1
7492,hamt.jp,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1
6458,schachkraft.de,0,0,0,3,0,0,0,0,0,1,1,1,1,0,1,0,1
803,themeforest.net,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
1796,kakaku.com,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0
4752,getpocket.com,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0
3495,thenextweb.com,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0
2012,mediaset.it,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
9641,wetransfer-docushare1.ml,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1
5515,umij.org,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
